#projection.x	projection.y	projection.z	knotoid_type	polynomial	PD_code
-0.628187198	0.725104411	-0.282142584	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.802266036	0.100077908	-0.588518155	0_1	 + 1	PD[];
-0.646522092	0.24167114	-0.723605034	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
-0.428997222	0.0805337372	0.899708676	0_1	 + 1	PD[];
0.959019884	-0.177683512	0.220702134	0_1	 + 1	PD[];
0.765260206	-0.2344298	-0.599516043	0_1	 + 1	PD[];
0.69936916	0.567540263	0.434489157	0_1	 + 1	PD[];
-0.22457323	0.374641427	0.899561374	0_1	 + 1	PD[];
0.294856477	-0.874699005	-0.384657391	0_1	 + 1	PD[];
-0.957177013	0.140049679	-0.253373741	0_1	 + 1	PD[];
0.827406724	-0.34492317	0.443199865	0_1	 + 1	PD[];
-0.497863339	0.865502518	0.0551134022	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.11910116	0.616014768	0.778678829	0_1	 + 1	PD[];
0.341801636	0.467839227	0.815044845	0_1	 + 1	PD[];
0.651357127	-0.317175696	-0.689299261	0_1	 + 1	PD[];
-0.778199232	0.476906624	-0.408614766	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
-0.279343368	0.838732037	0.467435399	0_1	 + 1	PD[X[2,1,3,0],X[3,1,4,2]];
0.341303437	-0.710447946	0.615447544	0_1	 + 1	PD[];
-0.310986112	0.0896333091	-0.94617837	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,3,1,4],X[1,6,2,5],X[6,3,7,2],X[7,4,8,5]];
0.879274437	-0.213314173	0.425879711	0_1	 + 1	PD[];
0.0499024072	0.989301133	-0.137087625	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.770641476	-0.262514134	-0.580687562	0_1	 + 1	PD[];
0.610093313	0.762437555	0.215580901	0_1	 + 1	PD[];
0.595422776	-0.798270196	-0.0907546808	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.676189031	0.71518868	-0.176843284	0_1	 + 1	PD[];
0.567255189	0.0658998159	0.82090119	0_1	 + 1	PD[];
0.337515142	0.135165776	0.931565211	0_1	 + 1	PD[];
-0.761543448	-0.6474639	-0.0290185297	0_1	 + 1	PD[];
-0.369154111	0.770928238	0.519032652	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.175883467	-0.984405723	-0.00322157517	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.238764695	0.519488233	0.820440976	0_1	 + 1	PD[];
0.364214118	-0.125101002	0.922874756	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[3,0,4,1],X[5,2,6,1],X[2,7,3,6],X[4,7,5,8]];
-0.900715514	-0.352316946	-0.254134476	0_1	 + 1	PD[];
0.16973132	-0.535082634	-0.827573474	0_1	 + 1	PD[];
0.0643119359	0.940234095	-0.334400689	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
0.796461236	0.447107283	0.407117399	0_1	 + 1	PD[];
-0.020897383	-0.821086521	-0.570421094	0_1	 + 1	PD[X[0,3,1,2],X[1,3,2,4]];
0.111519032	-0.894920186	0.43206639	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.833272321	0.492475357	-0.251247412	0_1	 + 1	PD[];
-0.060999343	-0.613721442	0.787162672	0_1	 + 1	PD[];
-0.88977924	0.0968303768	-0.446000877	0_1	 + 1	PD[];
-0.637261808	0.392231956	0.663363762	0_1	 + 1	PD[];
0.049979662	-0.997828546	0.0428978619	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.275065033	0.171878181	-0.945937164	0_1	 + 1	PD[];
-0.026926798	-0.999512686	0.0157904206	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.21391956	0.722890255	0.657014537	0_1	 + 1	PD[];
-0.23525552	-0.37017208	-0.898680962	0_1	 + 1	PD[];
0.55731357	0.77365503	0.301429062	0_1	 + 1	PD[];
0.355864685	-0.706354454	0.611901717	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.886927751	0.414155753	-0.204534046	0_1	 + 1	PD[];
0.890809134	0.429196036	-0.149163836	0_1	 + 1	PD[];
0.165108931	0.913742987	-0.371231456	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
-0.525088754	0.504690021	-0.68525162	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
-0.380952221	-0.924181441	-0.0276418128	0_1	 + 1	PD[];
0.709741405	-0.665604863	-0.230732105	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.203095066	-0.966233942	0.158569744	0_1	 + 1	PD[];
-0.0471195107	-0.715896904	-0.696614223	0_1	 + 1	PD[X[0,3,1,2],X[1,3,2,4]];
-0.796986191	0.547945364	0.254104091	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.412451195	0.366525033	-0.833992453	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.284990174	0.589542821	0.755790886	0_1	 + 1	PD[];
0.617445824	-0.0545356937	0.784720659	0_1	 + 1	PD[];
0.0752370583	-0.607321116	0.790885862	0_1	 + 1	PD[];
0.348801913	0.331335028	0.876672302	0_1	 + 1	PD[];
0.673268075	-0.0193531178	-0.739145152	0_1	 + 1	PD[];
-0.80190841	-0.43266615	0.41199867	0_1	 + 1	PD[];
-0.0659082132	0.598506779	0.798401993	0_1	 + 1	PD[];
-0.0838238361	-0.255371714	0.963202394	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.120788415	0.454746635	-0.882392009	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.723577909	0.684013557	0.0925227753	0_1	 + 1	PD[];
-0.0223274612	0.970485452	-0.240123866	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
-0.0518746078	0.611799426	-0.789310134	0_1	 + 1	PD[];
0.109688331	-0.738871939	0.664858427	0_1	 + 1	PD[];
0.547563011	-0.6700866	-0.501157358	0_1	 + 1	PD[];
-0.0123608929	-0.875069072	0.483840188	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.709289413	-0.554369288	-0.435411553	0_1	 + 1	PD[];
-0.176188176	-0.900035919	-0.398613937	0_1	 + 1	PD[];
-0.959044555	-0.169594263	-0.226872934	0_1	 + 1	PD[];
0.266626702	-0.622753082	-0.735587385	0_1	 + 1	PD[];
-0.104576053	-0.896609222	0.430297284	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.722968656	0.619517686	0.305800849	0_1	 + 1	PD[];
0.423733051	0.363385801	0.82969938	0_1	 + 1	PD[];
0.646365452	-0.282253065	0.70890402	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.667584727	-0.0409229714	-0.743408328	0_1	 + 1	PD[];
0.470371448	0.658412368	0.587574553	0_1	 + 1	PD[];
0.027034238	0.761026458	0.648157296	0_1	 + 1	PD[];
-0.0651760412	0.994451244	-0.0825760709	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.130577584	-0.822857567	0.553041516	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.30440424	0.39011161	0.868994241	0_1	 + 1	PD[];
-0.15158672	-0.870639183	0.467983844	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
-0.816158352	0.331151978	-0.473522875	0_1	 + 1	PD[];
-0.916837656	0.346728898	-0.197959044	0_1	 + 1	PD[];
0.82822255	0.223781844	-0.513779227	0_1	 + 1	PD[];
-0.291286491	-0.672473621	0.680390629	0_1	 + 1	PD[];
-0.685183368	-0.719796444	0.111430838	0_1	 + 1	PD[];
-0.976637423	0.046661753	0.209766597	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.65212345	-0.271689669	0.707756829	0_1	 + 1	PD[];
-0.140795371	-0.816129917	-0.560453943	0_1	 + 1	PD[];
-0.624991213	0.762296383	-0.168196932	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
-0.258620895	-0.712834324	0.651906787	0_1	 + 1	PD[];
-0.444331611	0.881291274	0.160919575	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.858197863	0.323603776	0.398468347	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.643818408	0.542709266	0.539411262	0_1	 + 1	PD[];
0.930144252	-0.342512192	0.132352064	0_1	 + 1	PD[];
-0.825692387	0.246379107	0.507473563	0_1	 + 1	PD[];
-0.290939276	0.452424586	0.843010279	0_1	 + 1	PD[];
0.17753288	-0.362685737	-0.914844868	0_1	 + 1	PD[];
0.763391653	-0.2039393	0.612896358	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.217857515	0.813865031	0.538666701	0_1	 + 1	PD[];
-0.52885002	0.802649685	-0.27580997	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
-0.708516917	-0.0239386459	-0.705287686	0_1	 + 1	PD[];
-0.0188352943	-0.988422031	-0.150556035	0_1	 + 1	PD[];
0.660840797	0.585126877	-0.470016998	0_1	 + 1	PD[];
-0.811391877	0.546423291	-0.207520623	0_1	 + 1	PD[];
0.501067358	-0.145671037	-0.853060052	0_1	 + 1	PD[];
-0.24710945	-0.141320242	0.958626887	0_1	 + 1	PD[];
-0.575723286	-0.603693642	-0.551449621	0_1	 + 1	PD[];
-0.0847619311	-0.708695297	0.700404448	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
-0.146892194	-0.945286975	-0.291299189	0_1	 + 1	PD[];
-0.613343915	-0.777145734	-0.140903335	0_1	 + 1	PD[];
0.183831097	0.545100009	-0.817968281	0_1	 + 1	PD[];
-0.805895981	-0.587899509	-0.0700416658	0_1	 + 1	PD[];
-0.375467765	0.556352379	0.741279966	0_1	 + 1	PD[];
-0.592547314	0.685207245	0.423531241	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.0256731375	0.941368146	0.336402889	0_1	 + 1	PD[];
0.657988148	0.487998375	0.573506045	0_1	 + 1	PD[];
-0.797050661	-0.60261774	0.0395234637	0_1	 + 1	PD[];
-0.698135263	-0.130668331	-0.703941007	0_1	 + 1	PD[];
-0.102778776	-0.552536119	0.827127778	0_1	 + 1	PD[];
-0.00432080421	0.951627924	0.307222437	0_1	 + 1	PD[];
0.940012674	-0.255537661	0.226001498	0_1	 + 1	PD[];
-0.733990115	0.677810143	0.0428009611	0_1	 + 1	PD[];
-0.641409374	0.715801939	-0.276082596	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.533176457	-0.484491021	0.693535375	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.819611674	0.0586643803	0.569908057	0_1	 + 1	PD[];
0.653583543	0.682221892	0.327722203	0_1	 + 1	PD[];
0.361413582	0.492204281	0.791906035	0_1	 + 1	PD[];
0.767663764	-0.109104235	0.63149712	0_1	 + 1	PD[];
0.0213512086	0.728617095	-0.684588384	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
-0.795815765	-0.178695313	0.578571736	0_1	 + 1	PD[];
0.532554248	0.474492267	-0.700887339	0_1	 + 1	PD[];
-0.353763175	-0.890148064	-0.287207311	0_1	 + 1	PD[];
0.220206808	-0.965983656	0.135589592	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.416593408	0.87593644	0.243280261	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.959682336	-0.102810541	-0.261610028	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.692268509	-0.224572358	-0.685807237	0_1	 + 1	PD[];
0.406932068	-0.582140259	-0.703931113	0_1	 + 1	PD[];
-0.00207064153	-0.675869918	0.737018023	0_1	 + 1	PD[];
0.504134419	-0.784426791	-0.361279804	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.0799295125	0.0948055336	-0.992281807	0_1	 + 1	PD[];
0.363995481	-0.931400102	-0.00106813107	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.820529541	-0.489775927	-0.294704621	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.0976111784	-0.285616754	-0.953359915	0_1	 + 1	PD[];
-0.657725135	0.717217925	0.230208807	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.637767592	-0.000154811116	0.770228846	0_1	 + 1	PD[];
0.884704947	-0.426692283	-0.187698835	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.256532727	0.613577373	0.746802361	0_1	 + 1	PD[];
0.962822035	0.25975159	0.0741811329	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.0357009902	0.723638513	-0.689255208	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
0.647479712	0.717871409	-0.255794181	0_1	 + 1	PD[];
0.559024849	-0.676348915	-0.47962836	0_1	 + 1	PD[];
0.720419969	0.378828152	-0.580933989	0_1	 + 1	PD[];
-0.346298979	0.291764102	-0.891600093	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.956473824	0.16732114	0.239084629	0_1	 + 1	PD[];
-0.421200598	0.746469905	-0.515143414	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
-0.93636229	-0.168275506	0.308073069	0_1	 + 1	PD[];
0.145076021	-0.94385519	0.29680015	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
-0.278496662	0.960430531	-0.00357833086	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.565912338	-0.225917232	0.792908967	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.886682303	-0.0135734767	0.462179894	0_1	 + 1	PD[];
-0.113199169	0.81927911	0.562110032	0_1	 + 1	PD[];
-0.0321492363	-0.677724825	0.734612475	0_1	 + 1	PD[];
-0.971205915	0.0252394267	0.236900912	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.0436004275	0.670320486	-0.740789747	0_1	 + 1	PD[];
-0.559387488	-0.822729818	0.101001404	0_1	 + 1	PD[];
-0.792480364	-0.150399144	-0.591062577	0_1	 + 1	PD[];
-0.439272466	0.581637969	-0.684643684	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.81466581	0.576124312	0.0663354825	0_1	 + 1	PD[];
-0.897455758	0.372029066	0.236996912	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.348258484	0.103863054	0.9316268	0_1	 + 1	PD[];
-0.55577873	0.831160783	0.0167855904	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.258092794	-0.509207323	-0.821033502	0_1	 + 1	PD[];
-0.401111562	-0.784273055	0.473313099	0_1	 + 1	PD[];
0.0565058411	-0.996699015	0.0582937649	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.865515375	0.25005124	0.434001743	0_1	 + 1	PD[];
-0.0054396309	0.760014101	-0.649883818	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
-0.628156995	0.746937963	-0.217950612	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.942545299	0.205099111	-0.263709525	0_1	 + 1	PD[];
-0.935965697	0.347516235	-0.0565745509	0_1	 + 1	PD[];
-0.858914173	0.481166251	0.175343899	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.448860454	-0.498443188	-0.741672894	0_1	 + 1	PD[];
0.907398012	-0.411844159	-0.0837450675	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.602570225	-0.122224523	0.78865093	0_1	 + 1	PD[];
-0.425215248	-0.748902688	-0.508268391	0_1	 + 1	PD[];
0.683377757	0.584520773	-0.4374132	0_1	 + 1	PD[];
0.655179225	0.75344363	0.0553432875	0_1	 + 1	PD[];
0.509822976	-0.80599879	0.300743219	0_1	 + 1	PD[];
-0.155692656	0.845456957	0.510844723	0_1	 + 1	PD[X[2,1,3,0],X[3,1,4,2]];
-0.568000728	0.634570703	0.524113724	0_1	 + 1	PD[];
0.247015373	-0.958294091	0.143721397	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.158605252	-0.944054762	-0.289145259	0_1	 + 1	PD[];
-0.298861265	0.179722755	-0.937220185	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.0243614485	-0.283126335	0.958773173	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[2,5,3,6],X[4,1,5,0],X[1,4,2,3]];
0.030368264	0.0745850613	-0.996752144	0_1	 + 1	PD[];
-0.880765835	0.426420586	-0.205953945	0_1	 + 1	PD[];
-0.803290759	0.585801193	-0.107521712	0_1	 + 1	PD[];
-0.126493897	-0.903847596	0.408728293	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.354234089	0.55555034	-0.752251308	0_1	 + 1	PD[];
0.122642239	-0.0428127299	-0.991527081	0_1	 + 1	PD[];
-0.639225044	-0.158074636	-0.752598002	0_1	 + 1	PD[];
0.900905946	0.116351236	0.418127811	0_1	 + 1	PD[];
-0.575269755	-0.817732772	0.0194376623	0_1	 + 1	PD[];
0.467280102	-0.334739504	-0.818290151	0_1	 + 1	PD[];
-0.752139182	0.172310351	0.636078449	0_1	 + 1	PD[];
-0.346412843	-0.183933458	0.919873157	0_1	 + 1	PD[];
-0.668809516	0.281305358	-0.688157778	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.787649151	0.58812751	0.18361603	0_1	 + 1	PD[];
0.170567902	0.610469371	-0.773455712	0_1	 + 1	PD[];
0.416019123	-0.895219226	-0.159720463	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.909508206	-0.267398806	0.318265145	0_1	 + 1	PD[];
-0.653697553	-0.248180481	0.714902761	0_1	 + 1	PD[];
-0.979935618	0.0395327982	-0.195354402	0_1	 + 1	PD[];
-0.500164785	-0.205358934	0.841227018	0_1	 + 1	PD[];
-0.567836102	-0.808102947	0.156626272	0_1	 + 1	PD[];
-0.460594485	0.0408205747	-0.886671529	0_1	 + 1	PD[];
-0.412672144	0.236890106	0.879536685	0_1	 + 1	PD[];
0.572005202	-0.819151768	0.0424314816	0_1	 + 1	PD[];
0.0715984357	0.463234718	-0.883338701	0_1	 + 1	PD[];
-0.251084735	0.302522492	-0.919476263	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.0186453043	-0.937909273	-0.346379198	0_1	 + 1	PD[];
-0.146803065	0.42859998	0.891488036	0_1	 + 1	PD[];
-0.698838597	-0.713731202	-0.0470360154	0_1	 + 1	PD[];
0.456130699	-0.841611546	-0.289196802	4_3s|4_3m	 - A^(-16) - A^(-14) + A^(-12) + A^(-10) + A^(-8)	PD[X[5,1,6,0],X[1,7,2,6],X[4,3,5,2],X[3,8,4,7]];
-0.420714555	0.757601867	-0.499037748	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
-0.22447285	-0.59999304	0.767867366	0_1	 + 1	PD[];
-0.152231191	-0.910734353	-0.383912233	0_1	 + 1	PD[];
0.768851124	-0.608054807	-0.197831497	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.749229318	-0.252079397	0.612463392	0_1	 + 1	PD[];
0.349077757	0.632376411	-0.691552452	0_1	 + 1	PD[];
0.295690736	0.00497978537	0.955270742	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[3,0,4,1],X[1,6,2,5],X[4,3,5,2]];
0.132272716	-0.726280594	-0.67455202	0_1	 + 1	PD[];
-0.805521273	0.575354738	0.141782945	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.737979186	0.138112983	0.660538814	0_1	 + 1	PD[];
0.872681778	-0.487609737	0.0257538124	0_1	 + 1	PD[];
-0.0525004129	-0.997903248	0.0378525392	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.698650059	0.520687467	0.490685904	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.0687539007	0.231187441	-0.970476825	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.158218822	0.515650206	-0.842063934	0_1	 + 1	PD[];
0.424067834	-0.246671625	-0.871389455	0_1	 + 1	PD[];
-0.750583887	0.0798651086	-0.655930936	0_1	 + 1	PD[];
-0.201383985	-0.910289261	0.361687644	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
-0.954813122	-0.18488206	-0.232702655	0_1	 + 1	PD[];
0.0976326363	-0.900698156	0.423332847	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.292894862	-0.467353472	-0.834142273	0_1	 + 1	PD[];
-0.0341436008	0.452874549	-0.890920231	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
-0.729912722	0.683196647	-0.021673969	0_1	 + 1	PD[];
-0.619834925	0.735753872	0.272893579	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.523479677	-0.830758052	-0.189235532	4_3s|4_3m	 - A^(-16) - A^(-14) + A^(-12) + A^(-10) + A^(-8)	PD[X[5,1,6,0],X[1,7,2,6],X[4,3,5,2],X[3,8,4,7]];
-0.86760182	0.495340565	0.0436441023	0_1	 + 1	PD[];
0.54574026	0.146467704	-0.82505441	0_1	 + 1	PD[];
-0.410216738	-0.299413447	0.861437064	0_1	 + 1	PD[];
-0.585513035	0.129153269	0.80030864	0_1	 + 1	PD[];
-0.526914725	-0.41464907	-0.74190769	0_1	 + 1	PD[];
-0.226465659	0.923762472	0.308830376	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.321889057	-0.432510829	0.842212454	0_1	 + 1	PD[];
-0.39571655	-0.864250076	-0.31061265	0_1	 + 1	PD[];
0.161979562	-0.588787392	0.791891424	0_1	 + 1	PD[];
-0.784952848	0.150290417	0.601050595	0_1	 + 1	PD[];
-0.27589759	-0.832744602	-0.480017653	0_1	 + 1	PD[];
0.620129685	0.598547011	0.507129816	0_1	 + 1	PD[];
-0.602686521	-0.712359126	0.359601771	0_1	 + 1	PD[];
