#projection.x	projection.y	projection.z	knotoid_type	polynomial	PD_code
0.497958416	0.338612083	-0.798360365	0_1	 + 1	PD[];
-0.118358931	-0.395621002	0.910755283	0_1	 + 1	PD[];
0.622634189	-0.701244793	0.347249775	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.00975799238	0.480714907	0.87682265	0_1	 + 1	PD[];
-0.556262389	-0.761803145	-0.33200621	0_1	 + 1	PD[];
-0.296061392	0.946538414	0.128111992	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.99241183	0.0752639838	-0.0972321583	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.461939248	0.729942597	0.503781635	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.906689857	0.250818629	0.339121688	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.178621361	-0.836794882	-0.517560369	0_1	 + 1	PD[X[0,3,1,2],X[1,3,2,4]];
0.0167787504	0.179495811	0.98361564	0_1	 + 1	PD[];
0.215465243	-0.472903114	0.854363725	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.0409660373	0.885637782	-0.462566215	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.151565446	-0.82003022	0.551886179	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
0.391200099	-0.8728698	-0.291651839	0_1	 + 1	PD[];
-0.11635336	-0.967884456	0.222848774	0_1	 + 1	PD[];
-0.22559836	-0.256447269	0.939861787	0_1	 + 1	PD[];
-0.0843316444	-0.781892005	0.61768363	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
-0.489415723	0.835188494	0.250863368	4_3s|4_3m	 - A^(-16) - A^(-14) + A^(-12) + A^(-10) + A^(-8)	PD[X[0,6,1,5],X[6,2,7,1],X[2,5,3,4],X[7,4,8,3]];
0.553531448	-0.565046844	-0.611821053	0_1	 + 1	PD[];
-0.453256739	0.706484535	0.543542023	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.736346754	-0.596413996	0.319505559	0_1	 + 1	PD[];
0.0392048198	-0.974621163	-0.22040093	0_1	 + 1	PD[X[0,3,1,2],X[1,3,2,4]];
0.989451575	0.132272244	-0.0590731297	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.276397083	-0.509188665	-0.815065369	0_1	 + 1	PD[];
0.692999403	-0.596078707	0.405514491	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.68977416	0.232097078	-0.685815248	0_1	 + 1	PD[];
0.0356483037	-0.689277339	-0.723620031	0_1	 + 1	PD[];
-0.836306341	-0.497880575	0.229579262	0_1	 + 1	PD[];
-0.980906969	0.164024185	-0.104487251	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.432249491	-0.895746961	0.103912264	0_1	 + 1	PD[];
0.137348246	0.915816013	0.377381094	0_1	 + 1	PD[];
-0.589137839	0.782525471	0.201421186	6_7s|6_7m|6_12s|6_12m	 - A^(-22) - A^(-20) + A^(-16) + A^(-14) + A^(-12)	PD[X[0,9,1,8],X[1,7,2,6],X[10,3,11,2],X[3,6,4,5],X[11,5,12,4],X[9,8,10,7]];
0.324126307	-0.916486205	-0.234510497	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.656374003	0.361962184	-0.661933944	0_1	 + 1	PD[];
0.426169695	0.859891065	0.281010226	0_1	 + 1	PD[];
-0.394115092	0.557200682	-0.730890344	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
-0.946771745	-0.208538231	0.245224529	0_1	 + 1	PD[];
0.286717159	0.891966897	0.349554467	0_1	 + 1	PD[];
-0.541841911	-0.525682273	-0.655793787	0_1	 + 1	PD[];
0.73303001	-0.636036931	-0.241089249	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.0243717541	-0.144503399	0.989204117	0_1	 + 1	PD[];
-0.178538652	-0.850169032	-0.495314614	0_1	 + 1	PD[];
-0.00349112525	0.770243839	-0.637739947	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
0.685870382	0.518580512	-0.510544877	0_1	 + 1	PD[];
0.304468692	0.807025381	0.505973172	0_1	 + 1	PD[];
0.669329166	0.481126352	-0.566141238	0_1	 + 1	PD[];
0.326846552	-0.830336037	0.451346205	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.763725444	-0.310329262	0.566055824	0_1	 + 1	PD[];
-0.390008324	-0.896539754	0.210023753	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
0.0575291924	0.960575779	0.272001038	0_1	 + 1	PD[X[2,1,3,0],X[3,1,4,2]];
-0.577826164	0.193596754	0.792866459	0_1	 + 1	PD[];
-0.571458775	-0.588231442	-0.572205067	0_1	 + 1	PD[];
0.388707595	0.10286421	0.915601092	0_1	 + 1	PD[];
0.958092456	0.282278394	0.0487622167	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.289523083	0.871785175	-0.395179698	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.719164601	-0.246954153	0.649473574	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.578129972	-0.627003085	0.522142573	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.646545371	0.760791452	-0.0563511318	0_1	 + 1	PD[];
0.123074607	-0.421453972	0.898459343	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.964351376	-0.254330394	0.0730922348	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.468506779	-0.859264122	-0.205344994	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.383724953	0.834894001	0.394597475	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.716086468	-0.680076065	-0.157215505	0_1	 + 1	PD[];
-0.32777797	-0.447627204	-0.831980462	0_1	 + 1	PD[];
-0.991447021	0.103333372	0.07971837	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.574058312	-0.397873297	0.715649281	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.532333946	-0.0520189174	-0.844934674	0_1	 + 1	PD[];
0.352902728	0.923169073	0.152376269	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[4,1,5,0],X[1,4,2,3],X[5,3,6,2]];
0.365416544	-0.669839006	0.646364027	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.406612564	-0.907064629	0.109087038	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.759931809	0.616287663	-0.206623238	0_1	 + 1	PD[];
0.533673325	0.417034594	-0.735713892	0_1	 + 1	PD[];
0.318332528	0.42953689	-0.845081334	0_1	 + 1	PD[];
0.634883717	-0.55410069	0.538419066	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.419079978	-0.847516121	0.325712137	0_1	 + 1	PD[];
0.150409626	-0.548316869	0.822633306	0_1	 + 1	PD[];
0.909515673	0.272353547	-0.314013991	0_1	 + 1	PD[];
-0.371985075	-0.899563332	-0.228938673	0_1	 + 1	PD[];
0.00123656977	0.992728689	0.120367027	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.726079489	-0.358688942	-0.586643689	0_1	 + 1	PD[];
-0.460384144	0.448726915	0.765957306	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.245322497	0.32404604	0.913679942	0_1	 + 1	PD[];
-0.0945195073	-0.800026355	-0.592472694	0_1	 + 1	PD[];
0.90713627	-0.271285023	-0.321726941	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.670927175	-0.536160603	-0.512238747	0_1	 + 1	PD[];
0.100436269	0.994501866	-0.0296410844	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.844986266	-0.534078195	-0.0275443518	0_1	 + 1	PD[];
-0.0353886931	0.997225447	-0.0654908242	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.341666852	-0.0287385402	0.939381636	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[3,0,4,1],X[1,6,2,5],X[4,3,5,2]];
-0.974349465	0.14075193	-0.175590471	0_1	 + 1	PD[];
0.965828001	0.13054504	-0.223906822	0_1	 + 1	PD[];
-0.146677334	-0.446765607	-0.882545326	0_1	 + 1	PD[];
-0.229956377	0.48412693	0.844240001	0_1	 + 1	PD[];
-0.631024253	-0.237109991	0.738638778	0_1	 + 1	PD[];
-0.238402323	-0.781405015	0.576689288	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
-0.230948169	0.552358925	0.800976005	0_1	 + 1	PD[];
0.26500557	0.039612568	-0.963432868	0_1	 + 1	PD[];
-0.605891919	0.795304784	-0.019628623	0_1	 + 1	PD[];
-0.260172482	-0.120675344	-0.957991514	0_1	 + 1	PD[];
-0.727903072	0.192558358	-0.658086922	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.957098569	-0.0576787091	0.283963899	0_1	 + 1	PD[];
0.0748547373	-0.0466820503	0.996101177	0_1	 + 1	PD[];
-0.748138867	-0.662974098	-0.027451437	0_1	 + 1	PD[];
-0.356683299	0.932851394	-0.0506487936	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.459400724	-0.674388945	0.578057545	0_1	 + 1	PD[];
0.934475247	0.219477742	-0.280331115	0_1	 + 1	PD[];
0.842041298	-0.337869355	-0.420488706	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.5260896	0.267077075	0.807402978	0_1	 + 1	PD[];
0.101975837	-0.705486191	-0.701348817	0_1	 + 1	PD[];
-0.500633839	-0.0519676956	-0.864097863	0_1	 + 1	PD[];
0.154831993	-0.187788876	-0.969929066	0_1	 + 1	PD[];
-0.625396351	0.172563616	-0.760986992	0_1	 + 1	PD[];
-0.403860895	0.845487313	0.349353089	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.295707151	-0.0656204402	-0.953022161	0_1	 + 1	PD[];
-0.586384685	-0.775330573	0.23455384	0_1	 + 1	PD[];
0.763258145	0.605381279	-0.225722201	0_1	 + 1	PD[];
0.577626707	0.217591176	0.786766463	0_1	 + 1	PD[];
-0.00879260924	-0.359422166	0.933133644	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.271800355	-0.443821529	-0.853901058	0_1	 + 1	PD[];
0.878081016	-0.458134104	-0.138155247	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.72911998	-0.614240915	0.301814767	0_1	 + 1	PD[];
0.601773405	-0.798046347	-0.0314769358	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.657188894	0.190063534	0.729368638	0_1	 + 1	PD[];
0.77982033	-0.47165659	0.41160699	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.129763897	-0.69446993	-0.707723708	0_1	 + 1	PD[];
0.0150753591	-0.995579929	-0.0927002593	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.686048529	-0.292965164	0.665964585	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.929089842	-0.104669716	0.35473415	0_1	 + 1	PD[];
-0.618403786	-0.449014713	0.644951584	0_1	 + 1	PD[];
0.891964087	-0.426690709	-0.149449344	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.10447716	0.847868431	-0.519811165	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
-0.322750226	-0.234240043	-0.917040836	0_1	 + 1	PD[];
-0.483069735	-0.680052906	-0.551517611	0_1	 + 1	PD[];
-0.906355629	0.42193773	0.0220913119	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.229099068	0.697169222	-0.67931487	0_1	 + 1	PD[];
0.252907608	-0.953004052	0.166796338	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.294128587	0.130474647	-0.946818219	0_1	 + 1	PD[];
0.622423959	0.512536902	0.591518673	0_1	 + 1	PD[];
0.0178362446	-0.434029388	-0.900722132	0_1	 + 1	PD[];
-0.177003542	-0.925990958	-0.333482371	0_1	 + 1	PD[];
-0.724482905	-0.51630346	0.456678505	0_1	 + 1	PD[];
0.347117817	0.278072928	0.895647625	0_1	 + 1	PD[];
-0.557967257	0.606008931	-0.56694419	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
-0.670346071	-0.413995993	-0.615827462	0_1	 + 1	PD[];
-0.553133264	-0.830491055	0.0657890588	0_1	 + 1	PD[];
0.00190103057	-0.295533647	0.95533044	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.232057146	-0.823130631	-0.518271593	0_1	 + 1	PD[];
-0.196746631	0.556655377	0.807109382	0_1	 + 1	PD[];
0.440045727	-0.738699549	-0.510570989	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.359918324	-0.643380655	-0.675662736	0_1	 + 1	PD[];
0.639275687	-0.531929811	-0.555317271	0_1	 + 1	PD[];
-0.922610021	0.275486261	0.269996423	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.163837841	-0.53652442	-0.827827705	0_1	 + 1	PD[];
0.755459771	-0.269399897	-0.597247209	0_1	 + 1	PD[];
0.991010398	0.129311196	-0.0343075171	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.482736026	-0.824493075	-0.295257683	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.732401025	0.467555155	-0.494955468	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[1,8,2,7],X[6,3,7,2],X[3,6,4,5],X[0,4,1,5]];
0.908097627	0.400008638	0.123902338	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.72659278	0.522636892	0.445997322	0_1	 + 1	PD[];
-0.17693615	-0.953404126	-0.244364833	0_1	 + 1	PD[];
0.747553632	0.62579701	0.22257958	0_1	 + 1	PD[];
0.0503036886	-0.163238836	0.985303314	0_1	 + 1	PD[];
0.979133156	0.176670375	0.100428288	0_1	 + 1	PD[];
0.24528651	0.0110122473	-0.969388084	0_1	 + 1	PD[];
-0.0872336502	-0.785012542	0.6133071	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
0.247097913	-0.905872034	0.344003605	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
-0.190322754	-0.0846568277	-0.978064656	0_1	 + 1	PD[];
0.617396541	0.08575163	-0.781964302	0_1	 + 1	PD[];
0.179519217	0.968866969	0.170498232	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.254521023	-0.800721961	-0.54227612	0_1	 + 1	PD[];
-0.773422178	0.290525181	0.563394404	0_1	 + 1	PD[];
-0.992174525	-0.0507892595	-0.114062099	0_1	 + 1	PD[];
-0.0634990292	0.611200605	-0.78892439	0_1	 + 1	PD[];
0.842716094	-0.330013168	0.425347968	0_1	 + 1	PD[];
-0.320858906	0.657619512	0.681605561	0_1	 + 1	PD[];
0.231193723	0.865769673	-0.443838187	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
-0.546931778	0.610971159	0.572345939	0_1	 + 1	PD[];
-0.303061411	0.398176078	0.865799972	0_1	 + 1	PD[];
-0.269071794	0.169416843	-0.948102475	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.882789374	0.145472734	-0.446677294	0_1	 + 1	PD[];
0.0649593711	-0.0679034552	0.99557491	0_1	 + 1	PD[];
-0.920766682	0.361284508	-0.147180915	0_1	 + 1	PD[];
0.825594439	-0.563186597	0.0348522393	0_1	 + 1	PD[];
0.982784585	0.112995588	-0.146172691	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.209916098	0.857449628	-0.469803541	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
0.692400165	-0.718811759	-0.0623832229	4_3s|4_3m	 - A^(-16) - A^(-14) + A^(-12) + A^(-10) + A^(-8)	PD[X[5,1,6,0],X[3,2,4,1],X[2,8,3,7],X[4,7,5,6]];
0.292144822	0.956275666	-0.0137205534	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[4,1,5,0],X[1,4,2,3],X[5,3,6,2]];
0.855485074	0.4847036	0.182229823	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.641938967	0.76416303	-0.0630017892	0_1	 + 1	PD[];
-0.638621979	0.724750142	-0.258648795	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
-0.68996491	-0.00167026343	-0.723840889	0_1	 + 1	PD[];
0.174657963	0.661686784	-0.729153753	0_1	 + 1	PD[];
-0.417608607	-0.696254849	-0.583808391	0_1	 + 1	PD[];
0.801151784	-0.411021852	0.434990639	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.41730117	0.841871455	-0.342216578	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
-0.00669612225	0.833768071	0.55207424	0_1	 + 1	PD[X[2,1,3,0],X[3,1,4,2]];
-0.533287193	-0.82672363	0.179256267	0_1	 + 1	PD[];
0.0787629196	0.274023379	0.958492353	0_1	 + 1	PD[];
0.704010227	-0.322106087	-0.632943337	0_1	 + 1	PD[];
0.254338513	-0.837462508	0.483702871	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.30647438	0.304726799	0.90178436	0_1	 + 1	PD[];
0.463359267	-0.13470446	0.875872649	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.807219335	0.388702509	0.444192869	0_1	 + 1	PD[];
-0.506793489	-0.164772688	0.84617393	0_1	 + 1	PD[];
-0.120242174	-0.976121408	-0.180911073	0_1	 + 1	PD[];
-0.524530986	0.109724189	-0.844291328	0_1	 + 1	PD[];
0.882360532	0.453295655	0.126344536	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.475933998	0.425152013	0.769891288	0_1	 + 1	PD[];
0.84232682	0.438126649	0.313895791	0_1	 + 1	PD[];
-0.360361536	-0.568475786	-0.739577476	0_1	 + 1	PD[];
-0.571968479	-0.774931483	0.268948426	0_1	 + 1	PD[];
0.639444614	0.754650198	0.147015864	0_1	 + 1	PD[];
0.665157529	0.722589121	-0.188229713	0_1	 + 1	PD[];
0.215351386	-0.214896204	0.952598237	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.406422716	-0.911787643	-0.0588546419	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.870262294	-0.0416518173	-0.490824475	0_1	 + 1	PD[];
-0.288927724	0.753975506	0.589950597	0_1	 + 1	PD[];
0.600343282	0.303022002	-0.740111891	0_1	 + 1	PD[];
-0.104200613	-0.503862243	-0.857475989	0_1	 + 1	PD[];
-0.655722749	-0.149574763	0.740037206	0_1	 + 1	PD[];
-0.245450246	-0.956231273	0.159298242	0_1	 + 1	PD[];
0.90926448	-0.22215573	0.351972921	0_1	 + 1	PD[];
0.277880293	0.139386495	0.95044934	0_1	 + 1	PD[];
0.342455216	-0.220988385	-0.913174988	0_1	 + 1	PD[];
0.488201436	0.167551883	-0.856496191	0_1	 + 1	PD[];
0.75616483	-0.6515571	0.0607296918	0_1	 + 1	PD[];
0.597855452	-0.260098419	-0.758233256	0_1	 + 1	PD[];
0.330622379	0.556239827	0.762421208	0_1	 + 1	PD[];
0.552767746	0.109656514	-0.82608914	0_1	 + 1	PD[];
-0.716351442	0.418478476	0.55831566	0_1	 + 1	PD[];
-0.711405858	0.701255666	-0.046283877	0_1	 + 1	PD[];
-0.287130165	0.914126992	-0.286230869	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
0.311677943	-0.92483823	0.218016303	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.451594731	0.798939007	-0.397188447	0_1	 + 1	PD[];
0.897856642	-0.426039299	-0.111103405	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.159614906	0.754256007	-0.636883787	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
0.239649387	-0.876271379	0.417991198	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.425520337	-0.802115683	0.418978369	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.852099635	-0.302431647	0.427154902	0_1	 + 1	PD[];
-0.522844699	-0.512400981	-0.681233188	0_1	 + 1	PD[];
0.873614362	-0.137033301	0.466925927	0_1	 + 1	PD[];
0.357546138	0.615632811	0.70225138	0_1	 + 1	PD[];
-0.694567675	-0.28485563	0.66063077	0_1	 + 1	PD[];
-0.410093751	0.0793676036	-0.908583457	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,3,1,4],X[5,2,6,1],X[2,5,3,4]];
0.91668216	-0.161485603	-0.36553552	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.626842482	-0.184777732	-0.75691855	0_1	 + 1	PD[];
0.513495521	0.272570517	0.813650824	0_1	 + 1	PD[];
0.465454297	0.0810620403	0.88135194	0_1	 + 1	PD[];
0.337020834	0.293092486	-0.894714341	0_1	 + 1	PD[];
-0.0149701238	0.853526028	-0.520835114	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
0.547825537	-0.49810148	-0.672147377	0_1	 + 1	PD[];
0.582702735	-0.0794438466	-0.80879305	0_1	 + 1	PD[];
0.0135825378	0.31496056	-0.949007566	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.244729978	0.581539248	0.775834609	0_1	 + 1	PD[];
0.83312894	0.547081675	-0.0812269035	0_1	 + 1	PD[];
-0.165027388	-0.46478267	0.869909783	0_1	 + 1	PD[];
-0.821468964	0.344022894	0.454793348	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.731403821	0.643014185	0.227114969	0_1	 + 1	PD[];
0.883867536	0.400303599	-0.241940506	0_1	 + 1	PD[];
